article_name,article_name_encoded,article_id,Flesch-Kincaid,Gunning Fog,ARI,SMOG,Coleman-Liau,Readability Consensus
Electronic amplifier,Electronic_amplifier,1353,11.6,11.32,13.4,14.0,11.66,12.396
Electronics,Electronics,1354,12.7,11.86,14.1,14.4,14.27,13.466
Elementary algebra,Elementary_algebra,1355,11.7,12.01,13.3,13.4,9.7,12.022
Elementary arithmetic,Elementary_arithmetic,1356,9.9,9.16,11.4,12.1,9.63,10.438
Elementary group theory,Elementary_group_theory,1357,8.3,8.95,6.6,11.2,3.43,7.696
Eleocharis dulcis,Eleocharis_dulcis,1358,9.4,10.79,12.5,10.7,11.31,10.940000000000001
Elephant,Elephant,1359,9.6,10.27,12.0,11.6,11.2,10.934000000000001
Elephant bird,Elephant_bird,1360,9.9,11.56,12.2,12.7,10.73,11.418000000000001
Elephant shrew,Elephant_shrew,1361,13.4,15.22,18.3,14.6,13.59,15.022
Elfin-woods Warbler,Elfin-woods_Warbler,1362,10.6,11.17,13.4,12.6,12.88,12.13
Elias Ashmole,Elias_Ashmole,1363,11.8,12.57,13.6,13.4,11.49,12.572
Eliminative materialism,Eliminative_materialism,1364,13.7,13.73,16.7,16.3,14.63,15.011999999999997
Elizabeth Fry,Elizabeth_Fry,1365,7.8,9.72,9.8,11.1,9.28,9.540000000000001
Elizabeth II of the United Kingdom,Elizabeth_II_of_the_United_Kingdom,1366,11.7,12.24,14.9,13.5,11.55,12.778
Elizabeth I of England,Elizabeth_I_of_England,1367,10.8,11.37,13.6,12.7,11.44,11.982
Elizabethan Poor Law (1601),Elizabethan_Poor_Law_%281601%29,1368,10.5,11.98,13.5,13.1,12.01,12.218
Elvis Presley,Elvis_Presley,1369,10.4,10.82,12.9,11.9,10.68,11.34
Emacs,Emacs,1370,9.7,10.53,12.5,12.6,11.37,11.34
Emanuel Swedenborg,Emanuel_Swedenborg,1371,10.3,11.65,12.9,13.1,11.14,11.818000000000001
Emirate,Emirate,1372,12.9,15.52,17.3,14.8,14.21,14.945999999999998
Emma Roberts,Emma_Roberts,1373,10.1,11.15,13.5,11.1,10.51,11.272
Emotion,Emotion,1374,13.4,14.09,15.9,14.8,15.37,14.712
Emperor Penguin,Emperor_Penguin,1375,8.3,9.82,10.7,10.4,9.69,9.782
Empires  Dawn of the Modern World,Empires__Dawn_of_the_Modern_World,1376,10.2,10.54,12.7,12.2,12.24,11.576
Empiricism,Empiricism,1377,14.1,14.07,17.0,16.4,14.1,15.134
Employment,Employment,1378,12.7,13.01,14.3,15.5,12.76,13.654000000000002
Emu,Emu,1379,9.2,11.66,12.2,11.7,10.27,11.006
Enceladus (moon),Enceladus_%28moon%29,1380,12.1,11.6,15.0,13.2,13.0,12.98
Encyclopædia Britannica,Encyclop%C3%A6dia_Britannica,1381,12.0,10.95,14.3,14.1,13.69,13.008000000000001
Endoscopic foreign body retrieval,Endoscopic_foreign_body_retrieval,1382,12.8,13.91,16.5,14.4,13.87,14.296000000000001
Energy,Energy,1383,14.2,13.08,16.1,16.9,13.0,14.656
Engineering,Engineering,1384,14.4,14.24,16.7,16.5,15.26,15.420000000000002
England,England,1385,12.0,11.46,14.3,12.9,12.25,12.582
England expects that every man will do his duty,England_expects_that_every_man_will_do_his_duty,1386,10.0,11.47,12.9,11.1,9.87,11.068
English Channel,English_Channel,1387,12.0,12.87,15.2,12.2,11.55,12.764
English Reformation,English_Reformation,1388,12.2,13.51,15.5,13.6,11.78,13.318000000000001
English language,English_language,1389,12.1,11.98,15.2,13.4,13.06,13.148
English monarchs family tree,English_monarchs_family_tree,1390,10.3,10.3,13.4,0.0,11.6,9.120000000000001
English peasants' revolt of 1381,English_peasants%27_revolt_of_1381,1391,11.1,13.69,14.7,12.8,10.45,12.547999999999998
English poetry,English_poetry,1392,11.7,11.53,13.8,13.3,11.95,12.456
Enigma machine,Enigma_machine,1393,11.1,10.59,12.4,12.6,11.02,11.541999999999998
Entropy,Entropy,1394,13.5,13.19,15.8,15.2,11.78,13.894
Environmental science,Environmental_science,1395,18.3,16.9,20.6,19.1,17.7,18.520000000000003
Enzyme kinetics,Enzyme_kinetics,1396,12.9,11.73,15.5,14.7,13.81,13.728
Eocene,Eocene,1397,10.7,11.83,14.5,12.9,12.53,12.492
Epaminondas,Epaminondas,1398,11.5,12.73,15.1,13.2,12.36,12.978
Epazote,Epazote,1399,10.7,12.23,13.1,12.3,12.01,12.068
Epic of Gilgamesh,Epic_of_Gilgamesh,1400,11.5,13.02,13.4,13.3,11.66,12.575999999999999
Episcopal polity,Episcopal_polity,1401,14.1,13.85,17.4,16.0,14.74,15.217999999999998
Equal Protection Clause,Equal_Protection_Clause,1402,12.7,13.08,16.2,14.6,13.52,14.020000000000001
Equatorial Guinea,Equatorial_Guinea,1403,10.8,12.14,13.5,13.7,12.88,12.604000000000001
Erbium,Erbium,1404,9.4,10.4,10.9,11.9,11.48,10.815999999999999
Eric Clapton,Eric_Clapton,1405,12.1,12.52,15.4,12.4,11.38,12.76
Erie Canal,Erie_Canal,1406,10.1,11.77,13.4,11.9,10.57,11.547999999999998
Eris (dwarf planet),Eris_%28dwarf_planet%29,1407,12.2,12.37,13.7,13.0,11.15,12.483999999999998
Eritrea,Eritrea,1408,13.0,13.29,16.3,14.4,13.18,14.034
Ernest Hemingway,Ernest_Hemingway,1409,10.3,11.27,13.5,13.1,11.72,11.978
Ernest Rutherford,Ernest_Rutherford,1410,12.0,14.5,15.0,14.0,11.26,13.352
Eruption column,Eruption_column,1411,13.1,13.7,15.5,13.7,12.48,13.696000000000002
Erwin Rommel,Erwin_Rommel,1412,11.3,12.45,14.6,12.9,12.02,12.654
Eskimo,Eskimo,1413,12.0,12.3,14.3,13.6,12.25,12.89
Esox,Esox,1414,6.9,9.15,9.7,10.6,9.85,9.24
Esperanto,Esperanto,1415,12.7,12.12,14.4,14.2,12.65,13.214000000000002
Essential oil,Essential_oil,1416,10.0,11.15,12.7,13.3,12.87,12.003999999999998
Estonia,Estonia,1417,11.8,11.06,13.0,14.0,12.47,12.466
Ethanol,Ethanol,1418,11.8,11.28,14.3,14.1,14.1,13.116
Ethics,Ethics,1419,12.0,12.07,14.0,14.1,13.4,13.114
Ethiopia,Ethiopia,1420,12.2,12.35,15.8,14.1,13.58,13.606
Ethiopian Wolf,Ethiopian_Wolf,1421,10.8,12.48,13.8,11.9,11.08,12.011999999999999
Ethnic group,Ethnic_group,1422,12.9,12.89,14.8,14.7,13.0,13.658000000000001
Euclid,Euclid,1423,13.2,14.76,15.9,15.5,13.93,14.657999999999998
Euclidean geometry,Euclidean_geometry,1424,14.1,13.56,15.7,15.7,12.6,14.331999999999999
Eukaryote,Eukaryote,1425,13.1,13.14,15.2,15.0,15.08,14.303999999999998
Euphrates,Euphrates,1426,10.4,11.68,12.9,11.5,10.62,11.419999999999998
Eurasian Bullfinch,Eurasian_Bullfinch,1427,7.0,8.99,10.1,9.9,10.79,9.356
Eurasian Collared Dove,Eurasian_Collared_Dove,1428,7.9,10.47,9.7,10.8,8.93,9.56
Eurasian Eagle Owl,Eurasian_Eagle_Owl,1429,7.9,9.74,9.0,9.9,8.12,8.931999999999999
Eurasian Jay,Eurasian_Jay,1430,10.6,13.46,13.7,12.6,10.04,12.080000000000002
Eurasian Oystercatcher,Eurasian_Oystercatcher,1431,9.5,11.13,12.4,12.0,11.89,11.384
Euro,Euro,1432,12.0,12.63,14.1,14.7,12.13,13.112
Europe,Europe,1433,11.5,11.86,14.7,13.4,13.17,12.925999999999998
European Goldfinch,European_Goldfinch,1434,8.1,10.28,10.6,10.5,9.81,9.858
European Greenfinch,European_Greenfinch,1435,8.0,8.71,11.6,10.9,12.46,10.334
European Kingfisher,European_Kingfisher,1436,5.9,7.94,8.0,8.8,8.23,7.774000000000001
European Parliament,European_Parliament,1437,13.4,12.9,15.1,15.6,13.12,14.024000000000001
European Space Agency,European_Space_Agency,1438,13.2,13.01,15.6,14.0,12.07,13.575999999999999
European Union,European_Union,1439,12.9,11.82,14.8,14.9,13.11,13.506
Europium,Europium,1440,10.0,11.89,12.0,13.8,11.77,11.892
Eurovision Song Contest,Eurovision_Song_Contest,1441,11.7,12.1,15.0,13.3,11.9,12.799999999999999
Euston Manifesto,Euston_Manifesto,1442,13.6,13.92,16.4,15.4,14.28,14.719999999999999
Eustreptospondylus,Eustreptospondylus,1443,11.3,12.63,16.4,12.7,13.58,13.322
Eva Perón,Eva_Per%C3%B3n,1444,10.8,11.64,13.3,13.1,10.91,11.95
Evan Rachel Wood,Evan_Rachel_Wood,1445,12.3,13.11,15.3,13.2,10.91,12.963999999999999
Evanton,Evanton,1446,10.0,10.84,11.8,11.7,10.21,10.91
Evolution,Evolution,1447,14.6,12.89,16.7,16.9,14.92,15.201999999999998
Evolutionarily stable strategy,Evolutionarily_stable_strategy,1448,12.2,12.34,13.9,14.9,11.38,12.943999999999999
Existentialism,Existentialism,1449,12.4,12.09,15.4,14.8,14.5,13.838
Exploration of Mars,Exploration_of_Mars,1450,10.6,11.66,13.3,12.4,11.26,11.844
Explorer I,Explorer_I,1451,11.1,12.38,13.4,13.8,12.3,12.596
Expressionism,Expressionism,1452,14.2,15.02,17.1,15.7,14.22,15.248
Extinct birds,Extinct_birds,1453,11.1,11.65,16.0,13.3,16.76,13.762
Extinction,Extinction,1454,13.6,13.74,16.2,15.7,14.28,14.703999999999999
Extrasolar planet,Extrasolar_planet,1455,10.7,10.88,13.1,13.4,12.65,12.145999999999999
Extraterrestrial life,Extraterrestrial_life,1456,14.1,14.68,16.9,15.6,14.22,15.1
Eye,Eye,1457,9.8,10.95,12.4,12.4,11.31,11.372
Eye (cyclone),Eye_%28cyclone%29,1458,11.4,11.3,13.5,13.3,12.07,12.314
Eyelid,Eyelid,1459,9.7,11.16,11.9,11.6,11.02,11.075999999999999
Ezra Pound,Ezra_Pound,1460,11.6,12.38,13.6,13.4,11.72,12.54
F-35 Lightning II,F-35_Lightning_II,1461,12.2,12.51,14.9,13.2,12.42,13.046000000000001
F-4 Phantom II,F-4_Phantom_II,1462,9.8,10.39,13.2,12.2,11.89,11.496
FIFA,FIFA,1463,12.4,13.15,15.1,14.1,12.77,13.504
FIFA World Cup,FIFA_World_Cup,1464,10.9,11.09,13.3,12.5,11.03,11.764000000000001
FM Consolidated line,FM_Consolidated_line,1465,11.8,12.61,14.7,14.1,12.65,13.172
FairTax,FairTax,1466,11.8,11.19,14.0,13.9,11.95,12.568000000000001
Fair Isle,Fair_Isle,1467,7.1,9.15,9.3,9.7,9.68,8.986
Falcon,Falcon,1468,10.0,11.41,13.3,11.9,12.07,11.736
Falkirk Wheel,Falkirk_Wheel,1469,10.4,12.13,12.5,11.8,9.29,11.224
Falkland Islands,Falkland_Islands,1470,10.9,12.38,14.5,13.2,12.48,12.692000000000002
Family,Family,1471,14.5,12.96,16.4,16.4,14.34,14.919999999999998
Famine,Famine,1472,12.3,12.65,15.6,14.2,13.52,13.654
Fanny Blankers-Koen,Fanny_Blankers-Koen,1473,8.4,9.44,10.7,10.3,9.4,9.648
Faroe Islands,Faroe_Islands,1474,9.6,10.65,12.4,11.9,11.72,11.254
Fascism,Fascism,1475,14.3,14.26,17.3,15.7,14.45,15.202000000000002
Fashion,Fashion,1476,12.3,13.3,14.6,13.5,12.19,13.178
Fatty acid,Fatty_acid,1477,11.4,11.88,13.5,13.1,11.89,12.354000000000001
Fauna of Australia,Fauna_of_Australia,1478,11.6,11.65,15.2,13.4,13.69,13.108
Feather,Feather,1479,9.8,11.68,13.7,12.2,13.05,12.085999999999999
Fed Cup,Fed_Cup,1480,10.8,13.74,13.8,13.0,9.93,12.254000000000001
Federal Bureau of Investigation,Federal_Bureau_of_Investigation,1481,11.5,11.9,14.4,14.3,12.94,13.008
Federated States of Micronesia,Federated_States_of_Micronesia,1482,12.0,12.52,13.5,13.9,12.94,12.972
Fedora Core,Fedora_Core,1483,11.0,9.49,11.5,13.5,11.77,11.452000000000002
Feldspar,Feldspar,1484,11.9,12.17,15.2,14.3,15.03,13.719999999999999
Felice Beato,Felice_Beato,1485,11.8,11.76,13.9,13.3,12.01,12.554
Felix Mendelssohn,Felix_Mendelssohn,1486,10.2,11.45,13.1,12.5,11.55,11.76
Felix the Cat,Felix_the_Cat,1487,11.0,11.27,13.2,12.8,12.07,12.068
Fencing,Fencing,1488,10.1,10.54,12.1,12.2,10.33,11.053999999999998
Fennel,Fennel,1489,9.2,10.83,11.7,11.3,10.96,10.798
Ferdinand Magellan,Ferdinand_Magellan,1490,9.7,10.36,11.7,12.2,10.5,10.892
Ferdinandea,Ferdinandea,1491,10.5,11.58,12.9,11.8,11.02,11.559999999999999
Fermi paradox,Fermi_paradox,1492,14.8,14.15,17.8,16.4,14.28,15.485999999999999
Fermium,Fermium,1493,8.8,9.89,10.5,12.4,11.42,10.602
Fern,Fern,1494,13.2,14.91,16.7,15.0,13.35,14.632
Fertile Crescent,Fertile_Crescent,1495,13.1,14.64,16.7,14.0,13.35,14.357999999999999
Fertilizer,Fertilizer,1496,14.2,13.94,17.0,17.0,15.26,15.48
Fetal alcohol spectrum disorder,Fetal_alcohol_spectrum_disorder,1497,11.9,12.7,14.5,14.3,12.36,13.152000000000001
Ffestiniog Railway,Ffestiniog_Railway,1498,11.5,12.06,14.7,13.1,11.78,12.628000000000002
Fiberglass,Fiberglass,1499,8.4,9.59,10.0,11.8,10.26,10.010000000000002
Fiction,Fiction,1500,13.5,13.88,15.3,14.7,14.39,14.354000000000003
Fidel Castro,Fidel_Castro,1501,11.4,11.55,13.7,13.6,12.24,12.498000000000001
Fieldfare,Fieldfare,1502,5.9,8.47,8.6,9.8,9.9,8.533999999999999
Fiji,Fiji,1503,9.8,10.87,11.4,12.9,11.42,11.278
Film,Film,1504,12.0,12.83,14.8,14.4,12.94,13.394
Final Fantasy (video game),Final_Fantasy_%28video_game%29,1505,10.3,10.45,12.5,12.4,10.62,11.254
Final Fantasy Adventure,Final_Fantasy_Adventure,1506,10.5,11.43,12.7,12.4,10.68,11.541999999999998
Finance,Finance,1507,13.1,12.88,14.4,15.7,14.27,14.069999999999999
Financial statements,Financial_statements,1508,14.0,13.34,15.6,15.6,14.33,14.574000000000002
Fine art,Fine_art,1509,12.3,15.04,14.8,14.3,10.51,13.39
Finland,Finland,1510,10.7,10.76,13.3,13.1,12.88,12.148000000000001
Fire,Fire,1511,10.9,11.87,12.4,13.2,11.55,11.984
Firearm,Firearm,1512,12.0,11.29,14.2,13.3,12.13,12.584
Firecrest,Firecrest,1513,6.6,9.25,9.4,10.1,10.2,9.11
Firefly (TV series),Firefly_%28TV_series%29,1514,10.5,11.15,12.8,12.6,10.68,11.546000000000001
First Council of Nicaea,First_Council_of_Nicaea,1515,12.2,12.59,14.4,13.5,12.07,12.951999999999998
First Crusade,First_Crusade,1516,11.8,12.64,15.0,12.8,11.67,12.782
First Macedonian War,First_Macedonian_War,1517,10.7,11.55,13.4,12.7,11.14,11.898
First Transcontinental Railroad,First_Transcontinental_Railroad,1518,11.4,12.5,15.1,14.0,12.36,13.072
Fish,Fish,1519,9.4,10.69,12.3,12.0,11.84,11.246
Fishing,Fishing,1520,9.6,10.52,11.4,11.5,10.62,10.727999999999998
Flag of Australia,Flag_of_Australia,1521,11.8,12.9,15.1,13.7,11.84,13.068000000000001
Flag of Belarus,Flag_of_Belarus,1522,9.4,11.11,11.9,12.2,9.46,10.814
Flag of Hong Kong,Flag_of_Hong_Kong,1523,9.4,11.28,11.9,12.1,9.46,10.828
Flag of India,Flag_of_India,1524,10.9,11.52,12.3,12.4,9.87,11.398
Flag of Mexico,Flag_of_Mexico,1525,11.5,11.81,12.8,13.4,9.7,11.841999999999999
Flag of South Africa,Flag_of_South_Africa,1526,11.8,13.66,14.7,12.8,9.7,12.532
Flag of the Republic of China,Flag_of_the_Republic_of_China,1527,14.8,15.21,16.7,15.4,11.38,14.697999999999999
Flamingo,Flamingo,1528,11.1,12.37,14.4,13.3,13.58,12.95
Flanders,Flanders,1529,11.1,11.19,13.8,12.8,12.76,12.33
Flat Earth,Flat_Earth,1530,11.8,13.6,14.9,14.2,11.55,13.209999999999999
Flemish (linguistics),Flemish_%28linguistics%29,1531,16.2,17.39,20.8,15.6,13.99,16.796
Flemish dialects,Flemish_dialects,1532,16.2,17.39,20.8,15.6,13.99,16.796
Flemish people,Flemish_people,1533,13.1,14.44,17.2,14.3,14.05,14.617999999999999
Flood,Flood,1534,9.5,10.7,11.7,11.5,11.08,10.895999999999999
Floppy disk,Floppy_disk,1535,11.0,11.28,13.5,12.6,10.8,11.836000000000002
Florence Nightingale,Florence_Nightingale,1536,11.4,12.03,14.1,13.4,12.88,12.762
Florida,Florida,1537,11.3,11.36,14.1,13.9,12.59,12.65
Florida East Coast Railway,Florida_East_Coast_Railway,1538,10.7,10.15,12.6,12.7,11.84,11.598000000000003
Floris and Blancheflour,Floris_and_Blancheflour,1539,8.6,10.14,11.1,10.5,9.75,10.018
Flower,Flower,1540,11.4,12.05,13.9,13.4,12.47,12.644
Floyd Mayweather Jr.,Floyd_Mayweather_Jr.,1541,8.9,9.12,11.3,12.1,11.02,10.488
Fluorine,Fluorine,1542,11.8,12.46,13.4,14.7,13.11,13.094
Flute,Flute,1543,10.9,11.64,13.3,12.6,10.86,11.860000000000001
Foie gras,Foie_gras,1544,11.5,12.76,14.4,13.3,11.26,12.643999999999998
Folic acid,Folic_acid,1545,11.5,12.07,14.7,13.9,13.46,13.126
Folk music,Folk_music,1546,12.7,12.75,15.1,14.1,12.19,13.368
Folklore,Folklore,1547,14.2,16.27,17.7,15.9,13.06,15.426000000000002
Food,Food,1548,11.5,12.24,13.7,13.7,13.57,12.942000000000002
Football,Football,1549,11.1,11.48,13.9,12.3,11.32,12.02
Football (soccer),Football_%28soccer%29,1550,11.2,12.02,13.9,13.3,11.2,12.324000000000002
Force,Force,1551,11.2,11.44,12.3,13.4,10.73,11.813999999999998
Forensic facial reconstruction,Forensic_facial_reconstruction,1552,13.9,13.42,16.7,15.2,15.72,14.988
Forest,Forest,1553,11.8,13.79,15.4,14.3,13.69,13.796000000000001
Formic acid,Formic_acid,1554,10.7,12.37,12.9,13.6,12.53,12.42
Formula One,Formula_One,1555,11.1,11.68,13.7,12.9,11.26,12.128
Forrest Gump,Forrest_Gump,1556,12.0,13.11,14.7,12.6,10.74,12.63
Fort de Chartres,Fort_de_Chartres,1557,8.7,10.35,11.0,11.2,9.63,10.176
Forth,Forth,1558,11.0,10.95,13.0,13.6,11.95,12.1
Forth Bridge (railway),Forth_Bridge_%28railway%29,1559,9.8,12.65,12.9,12.8,10.33,11.696000000000002
Forth Road Bridge,Forth_Road_Bridge,1560,11.9,13.58,15.2,14.2,11.96,13.368
Fossil,Fossil,1561,12.7,13.2,15.5,14.9,14.39,14.138
Fossil fuel,Fossil_fuel,1562,12.9,13.23,14.1,14.4,12.3,13.386000000000001
Fossil record,Fossil_record,1563,12.7,13.2,15.5,14.9,14.39,14.138
Fourteenth Amendment to the United States Constitution,Fourteenth_Amendment_to_the_United_States_Constitution,1564,12.3,12.73,15.2,14.2,13.0,13.486
Fox,Fox,1565,9.1,10.91,11.8,11.7,10.96,10.894
Frédéric Chopin,Fr%C3%A9d%C3%A9ric_Chopin,1566,9.9,10.92,12.8,12.0,11.49,11.422
Fractal,Fractal,1567,10.6,11.19,13.0,13.2,12.65,12.127999999999998
France,France,1568,11.3,11.23,14.0,13.3,12.53,12.472
France in the American Revolutionary War,France_in_the_American_Revolutionary_War,1569,10.8,12.4,14.5,13.6,12.53,12.766000000000002
Frances Oldham Kelsey,Frances_Oldham_Kelsey,1570,9.4,10.97,11.5,12.0,12.18,11.21
Francis Bacon,Francis_Bacon,1571,11.5,13.85,14.3,13.9,11.09,12.928
Francis Crick,Francis_Crick,1572,12.4,12.45,14.6,14.1,12.25,13.160000000000002
Francis Drake,Francis_Drake,1573,9.6,11.46,12.6,11.5,10.28,11.088000000000001
Francis Petre,Francis_Petre,1574,11.5,12.44,15.0,13.0,12.13,12.813999999999998
Francis of Assisi,Francis_of_Assisi,1575,9.4,11.45,11.4,11.6,8.99,10.568000000000001
Francisco Goya,Francisco_Goya,1576,10.6,12.5,12.7,12.3,10.44,11.707999999999998
Francium,Francium,1577,10.7,10.14,11.9,13.6,12.41,11.75
Frank Lloyd Wright,Frank_Lloyd_Wright,1578,10.5,11.85,13.9,13.1,11.95,12.26
Frankenstein,Frankenstein,1579,10.8,12.23,14.0,12.4,11.9,12.266
Frankfurt,Frankfurt,1580,11.2,11.1,13.8,12.7,12.65,12.29
Franklin B. Gowen,Franklin_B._Gowen,1581,11.3,12.65,14.0,12.8,11.2,12.39
Franklin D. Roosevelt,Franklin_D._Roosevelt,1582,10.9,10.71,12.9,12.6,12.13,11.848
Franklin Pierce,Franklin_Pierce,1583,9.5,10.68,12.1,12.4,11.31,11.198
Franks,Franks,1584,12.8,13.24,15.7,13.6,12.6,13.588
Franz Kafka,Franz_Kafka,1585,12.4,13.61,14.8,13.7,12.19,13.34
Franz Schubert,Franz_Schubert,1586,9.9,11.46,12.5,12.4,11.02,11.456
Frederick Douglass,Frederick_Douglass,1587,9.5,10.92,12.4,12.5,11.72,11.408
"Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava",Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava,1588,12.4,12.93,14.7,14.0,12.36,13.278
"Frederick II, Holy Roman Emperor",Frederick_II%2C_Holy_Roman_Emperor,1589,11.1,12.15,13.7,13.3,11.09,12.268
Frederick II of Prussia,Frederick_II_of_Prussia,1590,12.5,12.98,15.2,14.1,12.54,13.463999999999999
Freetown,Freetown,1591,9.2,10.4,12.1,11.1,11.48,10.856
French Guiana,French_Guiana,1592,9.2,11.62,12.8,12.2,12.3,11.624
French Open (tennis),French_Open_%28tennis%29,1593,10.0,11.73,12.6,11.5,9.75,11.116
French Polynesia,French_Polynesia,1594,11.0,11.11,13.7,13.7,13.8,12.662
French Revolution,French_Revolution,1595,12.3,12.57,15.2,14.2,12.94,13.441999999999998
French Southern and Antarctic Lands,French_Southern_and_Antarctic_Lands,1596,12.5,13.62,16.2,14.2,13.64,14.032
French language,French_language,1597,12.8,13.52,16.5,14.2,13.58,14.12
Fresh water,Fresh_water,1598,8.6,9.68,9.3,10.7,10.49,9.754000000000001
Friedrich Nietzsche,Friedrich_Nietzsche,1599,13.7,13.25,16.5,15.4,14.1,14.59
Friend Directdebit,Friend_Directdebit,1600,10.1,12.46,12.5,11.9,9.64,11.32
Frog,Frog,1601,9.2,10.69,12.2,12.1,11.77,11.192000000000002
Fruit,Fruit,1602,8.8,10.09,11.7,11.9,11.42,10.782
Fugu,Fugu,1603,9.8,10.68,11.5,11.5,10.33,10.762
Full moon,Full_moon,1604,9.5,12.21,11.8,12.3,9.34,11.030000000000001
Funchal,Funchal,1605,9.0,10.14,10.2,10.3,9.51,9.83
Functional programming,Functional_programming,1606,14.0,12.78,17.2,16.0,16.19,15.234
Fundamental Rights in India,Fundamental_Rights_in_India,1607,13.3,12.95,15.3,16.0,13.52,14.213999999999999
Fundamental theorem of arithmetic,Fundamental_theorem_of_arithmetic,1608,9.6,10.35,10.1,12.4,8.82,10.254
Fungus,Fungus,1609,11.6,11.75,13.7,13.6,13.81,12.892
Fur language,Fur_language,1610,8.7,10.16,11.1,10.9,8.99,9.97
Fusarium,Fusarium,1611,11.9,13.16,15.4,14.6,15.49,14.11
Fyodor Dostoevsky,Fyodor_Dostoevsky,1612,11.9,13.02,15.1,14.5,12.94,13.492
GDRT,GDRT,1613,11.9,12.73,14.8,13.1,11.03,12.712000000000002
GNOME,GNOME,1614,12.1,12.35,14.4,13.6,12.31,12.952000000000002
GNU,GNU,1615,11.1,11.05,12.4,12.8,11.02,11.673999999999998
GNU Linux naming controversy,GNU_Linux_naming_controversy,1616,13.3,13.47,15.3,13.5,11.2,13.354000000000003
GNU Project,GNU_Project,1617,8.7,11.01,10.8,11.4,10.61,10.504000000000001
Gabon,Gabon,1618,10.0,11.37,12.7,13.0,12.87,11.987999999999998
Gaborone,Gaborone,1619,11.7,12.62,14.8,13.6,12.88,13.120000000000001
Gadolinium,Gadolinium,1620,11.5,12.16,13.8,14.4,13.4,13.052000000000001
Galápagos Islands,Gal%C3%A1pagos_Islands,1621,9.2,9.96,11.6,12.3,11.02,10.815999999999999
Galah,Galah,1622,11.0,13.07,14.1,13.0,11.9,12.614
Galaxy,Galaxy,1623,12.6,12.6,14.8,14.4,12.19,13.318000000000001
Galeras,Galeras,1624,11.7,13.03,13.8,13.0,12.01,12.708
Galerina,Galerina,1625,13.3,13.95,16.4,15.6,16.3,15.11
Galileo Galilei,Galileo_Galilei,1626,12.0,12.7,14.0,13.7,11.96,12.872000000000003
Gallery of the Kings and Queens of England,Gallery_of_the_Kings_and_Queens_of_England,1627,9.5,12.4,13.0,0.0,9.46,8.872
Gallimimus,Gallimimus,1628,10.4,11.7,13.0,13.2,12.53,12.166
Gallium,Gallium,1629,11.8,11.89,13.3,13.7,12.88,12.714
Galveston Hurricane of 1900,Galveston_Hurricane_of_1900,1630,8.5,9.18,10.2,11.3,10.32,9.9
Game,Game,1631,9.2,10.77,11.8,12.4,11.43,11.120000000000001
Game theory,Game_theory,1632,11.8,11.05,13.1,14.6,12.71,12.652000000000001
Ganesha,Ganesha,1633,9.9,10.76,11.6,11.7,10.04,10.799999999999999
Ganges River,Ganges_River,1634,10.0,11.27,11.7,11.5,10.15,10.924
Ganges shark,Ganges_shark,1635,7.9,9.82,9.5,10.9,10.03,9.629999999999999
Gangtok,Gangtok,1636,8.5,9.05,10.5,11.0,10.55,9.919999999999998
Garage (dance music),Garage_%28dance_music%29,1637,10.1,11.47,12.7,11.1,9.7,11.014
Garden,Garden,1638,12.0,12.35,12.9,13.9,13.69,12.968
Garden Gnome Liberation Front,Garden_Gnome_Liberation_Front,1639,10.7,12.56,13.4,13.1,12.82,12.516
Gardening,Gardening,1640,9.8,10.36,11.3,11.4,11.42,10.856
Gas,Gas,1641,12.8,13.66,13.4,15.1,11.43,13.278
Gas giant,Gas_giant,1642,10.8,11.82,13.3,12.7,11.09,11.942000000000002
Gas metal arc welding,Gas_metal_arc_welding,1643,12.7,12.12,14.6,13.5,11.73,12.930000000000001
Gas tungsten arc welding,Gas_tungsten_arc_welding,1644,12.3,12.07,14.9,14.0,12.77,13.208000000000002
Gas turbine-electric locomotive,Gas_turbine-electric_locomotive,1645,8.5,9.27,10.4,11.4,10.55,10.024000000000001
Gaur,Gaur,1646,7.4,9.43,9.7,10.7,9.51,9.347999999999999
Gauss's law,Gauss%27s_law,1647,14.2,14.75,16.2,14.5,11.38,14.206
Gautama Buddha,Gautama_Buddha,1648,10.6,12.31,13.5,13.0,11.26,12.133999999999999
Gaza Strip,Gaza_Strip,1649,11.5,12.2,14.4,13.6,12.94,12.928
Gazelle,Gazelle,1650,9.7,11.64,12.4,11.7,11.55,11.398
Gender,Gender,1651,13.6,13.85,15.3,14.6,12.54,13.978
Genealogy,Genealogy,1652,10.9,11.36,13.4,13.8,12.59,12.41
General Pershing Zephyr,General_Pershing_Zephyr,1653,10.1,11.3,13.1,12.9,11.6,11.8
Genetic code,Genetic_code,1654,12.1,12.46,15.3,14.5,12.94,13.459999999999999
Genetics,Genetics,1655,13.7,13.62,15.5,16.4,14.68,14.780000000000001
Geneva,Geneva,1656,11.4,11.57,13.7,13.1,11.95,12.344
Genghis Khan,Genghis_Khan,1657,11.0,11.73,14.2,12.9,12.02,12.37
Genoa,Genoa,1658,9.8,11.72,12.6,12.3,11.55,11.594
Gentoo penguin,Gentoo_penguin,1659,7.2,9.19,9.9,9.3,10.03,9.124
