,source,target,num_games,min_path_length,max_path_length,mean_path_length,median_path_length,optimal_path_length
16625,Martin Luther,Political economy,1,6,6,6.0,6.0,3.0
16626,Martin Luther,Tourism,1,16,16,16.0,16.0,2.0
16627,"Martin Luther King, Jr.",Abkhazia,1,6,6,6.0,6.0,3.0
16628,"Martin Luther King, Jr.",Anatomy,1,9,9,9.0,9.0,2.0
16629,"Martin Luther King, Jr.",Charles I of England,1,4,4,4.0,4.0,2.0
16630,"Martin Luther King, Jr.",Chicago,1,3,3,3.0,3.0,2.0
16631,"Martin Luther King, Jr.",Jaws (film),1,18,18,18.0,18.0,3.0
16632,"Martin Luther King, Jr.",Loch Ness,2,5,11,8.0,8.0,3.0
16633,"Martin Luther King, Jr.",White cliffs of Dover,1,8,8,8.0,8.0,3.0
16634,Martin Van Buren,Socrates,5,4,12,7.0,6.0,3.0
16635,Martina Navratilova,Ancient Egypt,3,5,7,6.0,6.0,3.0
16636,Martina Navratilova,Battle of the Santa Cruz Islands,1,9,9,9.0,9.0,4.0
16637,Martina Navratilova,Continent,1,4,4,4.0,4.0,3.0
16638,Martinique,James II of England,1,6,6,6.0,6.0,3.0
16639,Martinique,Liechtenstein,1,4,4,4.0,4.0,2.0
16640,Martinique,Linguistics,1,5,5,5.0,5.0,2.0
16641,Martinique,Manchester United F.C.,1,4,4,4.0,4.0,3.0
16642,Martinique,Rhodium,3,8,12,9.666666666666666,9.0,4.0
16643,Marvin Gaye,Europe,1,4,4,4.0,4.0,2.0
16644,Marvin Gaye,Mysticism,2,5,5,5.0,5.0,3.0
16645,Marvin Gaye,Natural gas,1,4,4,4.0,4.0,2.0
16646,Marvin Gaye,Pachycephalosaurus,1,13,13,13.0,13.0,5.0
16647,Marvin Gaye,Paul McCartney,1,4,4,4.0,4.0,3.0
16648,Marvin Gaye,Stem cell,2,4,5,4.5,4.5,3.0
16649,Marxism,Bible,1,5,5,5.0,5.0,2.0
16650,Marxism,Hurricane Katrina,3,5,8,6.666666666666667,7.0,3.0
16651,Marxism,Madama Butterfly,1,6,6,6.0,6.0,3.0
16652,Marxism,New York City,4,3,7,4.5,4.0,2.0
16653,Marxism,The Holocaust,1,3,3,3.0,3.0,2.0
16654,Marxism,Yugoslavia,1,4,4,4.0,4.0,1.0
16655,Mary I of England,Great Lakes,1,4,4,4.0,4.0,3.0
16656,Mary I of England,Rock Pigeon,1,6,6,6.0,6.0,3.0
16657,Mary I of Scotland,Allah,2,6,6,6.0,6.0,3.0
16658,Mary I of Scotland,Chew Magna,1,15,15,15.0,15.0,3.0
16659,Mary I of Scotland,Estonia,1,4,4,4.0,4.0,2.0
16660,Mary I of Scotland,Mu Arae,1,8,8,8.0,8.0,4.0
16661,Mary I of Scotland,Organism,3,5,5,5.0,5.0,3.0
16662,Mary I of Scotland,Pope John Paul II,1,3,3,3.0,3.0,2.0
16663,Mary I of Scotland,Riesling,1,9,9,9.0,9.0,4.0
16664,Mary I of Scotland,Spanish language,1,2,2,2.0,2.0,1.0
16665,Mary II of England,Attention-deficit hyperactivity disorder,4,8,21,12.75,11.0,4.0
16666,Mary II of England,Benin,1,9,9,9.0,9.0,3.0
16667,Mary II of England,Definition of planet,1,6,6,6.0,6.0,4.0
16668,Mary II of England,Gaza Strip,1,4,4,4.0,4.0,3.0
16669,Mary II of England,Metal,2,5,6,5.5,5.5,3.0
16670,Mary II of England,Russia,1,4,4,4.0,4.0,2.0
16671,Mary II of England,Special relativity,1,5,5,5.0,5.0,3.0
16672,Mary Seacole,Australia,1,4,4,4.0,4.0,2.0
16673,Mary Seacole,Estonia,1,4,4,4.0,4.0,2.0
16674,Mary Seacole,Mount Kilimanjaro,2,5,8,6.5,6.5,3.0
16675,Mary Seacole,Newcastle upon Tyne,1,4,4,4.0,4.0,3.0
16676,Mary Seacole,Pacific Ocean,1,4,4,4.0,4.0,2.0
16677,Mary Seacole,Rhodium,1,6,6,6.0,6.0,4.0
16678,Mary Seacole,Saltasaurus,1,9,9,9.0,9.0,4.0
16679,Mary Seacole,Trimurti,1,6,6,6.0,6.0,4.0
16680,Mary Seacole,Wernher von Braun,1,5,5,5.0,5.0,3.0
16681,Maseru,Capacitance,2,4,9,6.5,6.5,3.0
16682,Maseru,Democracy,1,5,5,5.0,5.0,3.0
16683,Maseru,Goose,1,9,9,9.0,9.0,4.0
16684,Maseru,Loch Ness,4,4,7,5.25,5.0,3.0
16685,Maseru,Macbeth,1,4,4,4.0,4.0,3.0
16686,Maseru,Rhenium,1,7,7,7.0,7.0,4.0
16687,Maseru,Weather,1,4,4,4.0,4.0,3.0
16688,Mass Rapid Transit (Singapore),Aztec,1,7,7,7.0,7.0,3.0
16689,Mass Rapid Transit (Singapore),Basking shark,1,15,15,15.0,15.0,4.0
16690,Mass Rapid Transit (Singapore),Water,2,5,5,5.0,5.0,3.0
16691,Mass Rapid Transit (Singapore),William and Mary,1,18,18,18.0,18.0,3.0
16692,Mass media,Asteroid,1,8,8,8.0,8.0,3.0
16693,Mass media,George Washington,1,3,3,3.0,3.0,2.0
16694,Mass media,Rhine,2,6,6,6.0,6.0,2.0
16695,Mass media,Tennis Masters Cup,1,6,6,6.0,6.0,3.0
16696,Mass media,"Trinity College, Cambridge",1,9,9,9.0,9.0,3.0
16697,Massospondylus,China,1,5,5,5.0,5.0,2.0
16698,Massospondylus,Edward II of England,1,15,15,15.0,15.0,3.0
16699,Massospondylus,Japanese war crimes,1,4,4,4.0,4.0,3.0
16700,Massospondylus,Niger,4,4,11,5.75,4.0,3.0
16701,Massospondylus,Saint Lawrence Seaway,1,5,5,5.0,5.0,3.0
16702,Material properties of diamond,Barcelona,1,5,5,5.0,5.0,3.0
16703,Material properties of diamond,Dorset,1,7,7,7.0,7.0,3.0
16704,Material properties of diamond,Mediterranean Sea,1,4,4,4.0,4.0,2.0
16705,Material properties of diamond,Meteor,1,2,2,2.0,2.0,1.0
16706,Material properties of diamond,Newspaper,1,5,5,5.0,5.0,3.0
16707,Material properties of diamond,Owl,1,5,5,5.0,5.0,3.0
16708,Material properties of diamond,Roentgenium,1,4,4,4.0,4.0,3.0
16709,Material properties of diamond,Windsor Castle,2,6,8,7.0,7.0,3.0
16710,Material properties of diamond,Wolfgang Amadeus Mozart,1,3,3,3.0,3.0,2.0
16711,Mathematical analysis,Barn Owl,1,8,8,8.0,8.0,4.0
16712,Mathematical analysis,Congo River,3,4,6,5.0,5.0,3.0
16713,Mathematical analysis,Henry II of England,1,10,10,10.0,10.0,2.0
16714,Mathematical analysis,Monopoly (game),1,7,7,7.0,7.0,3.0
16715,Mathematics,AIDS,4,5,6,5.75,6.0,3.0
16716,Mathematics,Adolf Hitler,1,3,3,3.0,3.0,2.0
16717,Mathematics,Angola,1,4,4,4.0,4.0,3.0
16718,Mathematics,Arithmetic,1,2,2,2.0,2.0,1.0
16719,Mathematics,Friedrich Nietzsche,1,8,8,8.0,8.0,2.0
16720,Mathematics,Italy,2,3,9,6.0,6.0,2.0
16721,Mathematics,Jimmy Wales,1,12,12,12.0,12.0,4.0
16722,Mathematics,Juice,10,6,14,10.9,12.0,3.0
16723,Mathematics,Physics,1,3,3,3.0,3.0,2.0
16724,Mathematics,West Flemish,3,4,8,5.666666666666667,5.0,3.0
16725,Mathematics,Wombat,1,6,6,6.0,6.0,2.0
16726,Matilda of Boulogne,Airbus A380,1,7,7,7.0,7.0,2.0
16727,Matilda of Boulogne,Edward VI of England,2,4,7,5.5,5.5,3.0
16728,Matilda of Boulogne,Kookaburra,1,4,4,4.0,4.0,3.0
16729,Matilda of Boulogne,Milan,1,4,4,4.0,4.0,3.0
16730,Matilda of Boulogne,Orca,2,5,6,5.5,5.5,4.0
16731,Matilda of Boulogne,Peanut,1,6,6,6.0,6.0,4.0
16732,Matilda of Boulogne,Saint Petersburg,1,6,6,6.0,6.0,3.0
16733,Matilda of Boulogne,William Tecumseh Sherman,1,5,5,5.0,5.0,4.0
16734,Matilda of Boulogne,Witold Pilecki,1,14,14,14.0,14.0,4.0
16735,Matrix (mathematics),Czech Republic,1,5,5,5.0,5.0,3.0
16736,Matrix (mathematics),History of democracy,1,19,19,19.0,19.0,4.0
16737,Matrix (mathematics),Nationalism,1,5,5,5.0,5.0,3.0
16738,Matrix (mathematics),War,1,8,8,8.0,8.0,2.0
16739,Matsuo Bashō,Blackbird,1,9,9,9.0,9.0,3.0
16740,Matsuo Bashō,Helium,1,5,5,5.0,5.0,3.0
16741,Matter,2003 Atlantic hurricane season,2,7,10,8.5,8.5,4.0
16742,Matter,Edward Gibbon,1,8,8,8.0,8.0,3.0
16743,Matter,European Parliament,2,5,5,5.0,5.0,4.0
16744,Matter,Fossil,3,5,15,10.333333333333334,11.0,3.0
16745,Matter,Palladium,2,4,5,4.5,4.5,3.0
16746,Matter,United States Declaration of Independence,1,4,4,4.0,4.0,3.0
16747,Matter,Yemen,1,5,5,5.0,5.0,3.0
16748,Matter,Yom Kippur War,3,4,6,5.0,5.0,3.0
16749,Matthew Brettingham,Barley,1,5,5,5.0,5.0,3.0
16750,Matthew Brettingham,Edward VII of the United Kingdom,1,11,11,11.0,11.0,3.0
16751,Matthew Brettingham,Frank Lloyd Wright,1,10,10,10.0,10.0,3.0
16752,Matthew Brettingham,Ku Klux Klan,1,6,6,6.0,6.0,3.0
16753,Matthew Brettingham,Napoleonic Wars,1,5,5,5.0,5.0,2.0
16754,Mauna Loa,55 Cancri b,1,23,23,23.0,23.0,4.0
16755,Mauna Loa,Albania,1,8,8,8.0,8.0,3.0
16756,Mauna Loa,Decade Volcanoes,1,2,2,2.0,2.0,1.0
16757,Mauna Loa,Earthquake,1,2,2,2.0,2.0,1.0
16758,Mauna Loa,Marshall Plan,1,6,6,6.0,6.0,3.0
16759,Mauna Loa,Wombat,3,5,12,8.666666666666666,9.0,4.0
16760,Mauritania,Baboon,1,15,15,15.0,15.0,3.0
16761,Mauritania,Cloud,1,4,4,4.0,4.0,3.0
16762,Mauritania,Hubbard Glacier,1,12,12,12.0,12.0,3.0
16763,Mauritania,Islam,1,2,2,2.0,2.0,1.0
16764,Mauritania,Jimmy Wales,1,25,25,25.0,25.0,4.0
16765,Mauritania,Missouri River,1,4,4,4.0,4.0,3.0
16766,Mauritania,Oil painting,1,12,12,12.0,12.0,4.0
16767,Mauritania,String theory,1,10,10,10.0,10.0,3.0
16768,Mauritania,Ultraviolet,1,10,10,10.0,10.0,3.0
16769,Mauritania,Yellow fever,1,9,9,9.0,9.0,3.0
16770,Mauritius,Battle of Austerlitz,1,4,4,4.0,4.0,3.0
16771,Mauritius,Belfast,2,4,5,4.5,4.5,2.0
16772,Mauritius,Nikola Tesla,1,3,3,3.0,3.0,2.0
16773,Mauthausen-Gusen concentration camp,Chicago,2,4,9,6.5,6.5,2.0
16774,Mauthausen-Gusen concentration camp,Rose-ringed Parakeet,1,13,13,13.0,13.0,4.0
16775,Mauthausen-Gusen concentration camp,Russia,1,4,4,4.0,4.0,2.0
16776,Max Planck,Bangkok,1,7,7,7.0,7.0,3.0
16777,Max Planck,Tay Rail Bridge,1,8,8,8.0,8.0,3.0
16778,Max Planck,Wall Street,1,3,3,3.0,3.0,2.0
16779,Max Weber,Arctic Circle,1,5,5,5.0,5.0,3.0
16780,Max Weber,Cardiff,1,4,4,4.0,4.0,2.0
16781,Max Weber,Das Kapital,1,4,4,4.0,4.0,2.0
16782,Max Weber,Isles of Scilly,3,4,6,5.0,5.0,3.0
16783,Max Weber,Quantum mechanics,1,4,4,4.0,4.0,2.0
16784,Maxwell's equations,John Dee,1,10,10,10.0,10.0,4.0
16785,Maya civilization,Bette Davis,1,11,11,11.0,11.0,4.0
16786,Maya civilization,Cocoa,1,3,3,3.0,3.0,2.0
16787,Maya civilization,Gaza Strip,4,4,7,5.0,4.5,3.0
16788,Maya civilization,Long pepper,1,12,12,12.0,12.0,4.0
16789,Maya civilization,M6 motorway,1,10,10,10.0,10.0,3.0
16790,Maya civilization,Sutton Hoo,1,9,9,9.0,9.0,3.0
16791,Maya civilization,Upsilon Andromedae d,2,6,10,8.0,8.0,4.0
16792,Maya mythology,British monarchy,2,5,9,7.0,7.0,3.0
16793,Maya mythology,Cancer,1,12,12,12.0,12.0,3.0
16794,Maya mythology,Canterbury,1,8,8,8.0,8.0,3.0
16795,Maya mythology,Electricity,3,6,11,8.0,7.0,2.0
16796,Maya mythology,Electron,1,5,5,5.0,5.0,3.0
16797,Maya mythology,Hydrogen,1,4,4,4.0,4.0,2.0
16798,Mayotte,Bible,1,4,4,4.0,4.0,3.0
16799,Mayotte,Latvia,1,4,4,4.0,4.0,2.0
16800,Mayotte,Plesiosaur,1,6,6,6.0,6.0,4.0
16801,Mayotte,Seoul,3,6,7,6.666666666666667,7.0,3.0
16802,Mayotte,Zimbabwe,1,4,4,4.0,4.0,2.0
16803,Mbabane,Google,2,6,6,6.0,6.0,3.0
16804,Mbabane,Jehovah,1,7,7,7.0,7.0,4.0
16805,Mbabane,John Adams,1,4,4,4.0,4.0,3.0
16806,McFly (band),Battle of the Somme (1916),1,7,7,7.0,7.0,3.0
16807,McFly (band),Franz Kafka,1,4,4,4.0,4.0,3.0
16808,McFly (band),Osaka,1,6,6,6.0,6.0,2.0
16809,Meander,Cultural identity,1,6,6,6.0,6.0,4.0
16810,Meander,Melbourne,1,4,4,4.0,4.0,3.0
16811,Meander,Phoenix (spacecraft),1,13,13,13.0,13.0,4.0
16812,Measles,Boat,4,4,10,6.75,6.5,3.0
16813,Measles,Cambodia,1,7,7,7.0,7.0,3.0
16814,Measles,Damascus,1,9,9,9.0,9.0,3.0
16815,Measles,James Callaghan,2,5,5,5.0,5.0,3.0
16816,Measles,Liechtenstein,1,4,4,4.0,4.0,2.0
16817,Measles,Mary Seacole,1,11,11,11.0,11.0,4.0
16818,Measles,Paul McCartney,1,4,4,4.0,4.0,3.0
16819,Measles,Portugal,1,5,5,5.0,5.0,2.0
16820,Measles,Rice,2,3,4,3.5,3.5,2.0
16821,Measles,Sucre,1,5,5,5.0,5.0,2.0
16822,Measles,Wheat,5,4,8,6.0,6.0,2.0
16823,Measurement,Andy Warhol,1,5,5,5.0,5.0,3.0
16824,Measurement,English language,1,4,4,4.0,4.0,2.0
16825,Measurement,Philosophiae Naturalis Principia Mathematica,1,5,5,5.0,5.0,3.0
16826,Measurement,Spherical aberration,1,6,6,6.0,6.0,3.0
16827,Meat,Basketball,1,3,3,3.0,3.0,2.0
16828,Meat,Dubnium,1,7,7,7.0,7.0,4.0
16829,Meat,Fish,3,2,2,2.0,2.0,1.0
16830,Meat,Leonardo da Vinci,3,4,6,4.666666666666667,4.0,2.0
16831,Meat,Marxism,2,5,7,6.0,6.0,3.0
16832,Meat,Nile,1,4,4,4.0,4.0,3.0
16833,Meat,Sleep,1,3,3,3.0,3.0,2.0
16834,Meat,Sperm Whale,4,5,9,6.0,5.0,3.0
16835,Meat,Super Mario 64,2,8,15,11.5,11.5,4.0
16836,Meat,"The Championships, Wimbledon",1,11,11,11.0,11.0,3.0
16837,Mecca,Coconut crab,1,5,5,5.0,5.0,3.0
16838,Mecca,Istanbul,1,6,6,6.0,6.0,2.0
16839,Mecca,John Locke,3,4,14,7.666666666666667,5.0,3.0
16840,Mecca,List of elements by name,1,8,8,8.0,8.0,4.0
16841,Mecca,Mythology,1,8,8,8.0,8.0,3.0
16842,Mecca,Rhodium,1,10,10,10.0,10.0,4.0
16843,Mecca,Russia,4,3,11,6.0,5.0,2.0
16844,Mechanical work,Food,4,3,19,9.75,8.5,2.0
16845,Mechanical work,Police state,2,7,12,9.5,9.5,4.0
16846,Mechanical work,Sigmund Freud,1,6,6,6.0,6.0,3.0
16847,Mechanical work,Stephen Harper,1,8,8,8.0,8.0,4.0
16848,Mechanical work,Vietnam,2,5,7,6.0,6.0,3.0
16849,Medal of Honor,Bacteria,3,4,5,4.666666666666667,5.0,3.0
16850,Medal of Honor,Cape Canaveral,1,4,4,4.0,4.0,3.0
16851,Medal of Honor,Fossil record,4,6,16,10.25,9.5,3.0
16852,Medal of Honor,Monkey,1,6,6,6.0,6.0,3.0
16853,Medal of Honor,Northern Ireland,2,5,6,5.5,5.5,2.0
16854,Medal of Honor,Parliamentary system,2,10,12,11.0,11.0,2.0
16855,Medal of Honor,Roman mythology,2,5,16,10.5,10.5,3.0
16856,Medicine,Alexander the Great,2,3,6,4.5,4.5,2.0
16857,Medicine,Jewellery,1,7,7,7.0,7.0,2.0
16858,Medicine,Mercury (element),2,5,6,5.5,5.5,2.0
16859,Medieval commune,Abel Tasman,1,9,9,9.0,9.0,3.0
16860,Medieval commune,House Sparrow,1,18,18,18.0,18.0,4.0
16861,Medieval commune,Jazz,1,5,5,5.0,5.0,3.0
16862,Medieval commune,Malcolm X,2,5,6,5.5,5.5,4.0
16863,Medieval commune,Paul McCartney,1,6,6,6.0,6.0,4.0
16864,Medieval commune,Portugal,1,7,7,7.0,7.0,2.0
16865,Medieval commune,World War II,1,4,4,4.0,4.0,2.0
16866,Medieval literature,Axe,2,11,13,12.0,12.0,3.0
16867,Medieval literature,Bison,2,8,13,10.5,10.5,3.0
16868,Medieval literature,Great Wall of China,3,4,9,5.666666666666667,4.0,2.0
16869,Medieval literature,Monaco Grand Prix,1,5,5,5.0,5.0,3.0
16870,Medieval literature,Music,1,5,5,5.0,5.0,2.0
16871,Medieval literature,Old English language,1,2,2,2.0,2.0,1.0
16872,Medieval literature,Roman Greece,1,3,3,3.0,3.0,2.0
16873,Medieval literature,Transit of Venus,1,10,10,10.0,10.0,3.0
16874,Medieval music,8th century,1,5,5,5.0,5.0,2.0
16875,Medieval music,Agriculture,1,5,5,5.0,5.0,2.0
16876,Medieval music,Amazon River,2,5,7,6.0,6.0,3.0
16877,Medieval music,Berlin,1,3,3,3.0,3.0,2.0
16878,Medieval music,Enzyme kinetics,1,4,4,4.0,4.0,3.0
16879,Medieval music,Persian Gulf,1,4,4,4.0,4.0,3.0
16880,Medieval music,The Adventures of Tintin,1,5,5,5.0,5.0,3.0
16881,Mediterranean Sea,Alfred Nobel,1,4,4,4.0,4.0,3.0
16882,Mediterranean Sea,Dolphin,1,3,3,3.0,3.0,2.0
16883,Mediterranean Sea,Lesotho,1,4,4,4.0,4.0,2.0
16884,Mediterranean Sea,Summer,1,4,4,4.0,4.0,2.0
16885,Mediterranean Sea,Western Roman Empire,1,3,3,3.0,3.0,2.0
16886,Mediterranean Sea,Wolfgang Amadeus Mozart,1,13,13,13.0,13.0,3.0
16887,Mediterranean Sea,Yellow River,1,4,4,4.0,4.0,3.0
16888,Mekong,Finance,1,12,12,12.0,12.0,2.0
16889,Mekong,Polonium,1,6,6,6.0,6.0,3.0
16890,Mekong,Shark,1,7,7,7.0,7.0,3.0
16891,Mekong,South America,3,5,6,5.333333333333333,5.0,2.0
16892,Melbourne,Albatross,3,5,8,6.666666666666667,7.0,3.0
16893,Melbourne,Beetle,1,4,4,4.0,4.0,3.0
16894,Melbourne,Fascism,1,6,6,6.0,6.0,2.0
16895,Melbourne,Fidel Castro,5,5,22,10.2,7.0,3.0
16896,Melbourne,Shaka,1,4,4,4.0,4.0,2.0
16897,Mendelevium,Africa,3,6,16,9.666666666666666,7.0,3.0
16898,Mendelevium,Gabon,2,7,11,9.0,9.0,3.0
16899,Mendelevium,Peter Paul Rubens,1,7,7,7.0,7.0,3.0
16900,Mendelevium,Xenon,1,3,3,3.0,3.0,2.0
16901,Mendip Hills,God,2,7,8,7.5,7.5,3.0
16902,Mendip Hills,Jan Mayen,1,10,10,10.0,10.0,3.0
16903,Mendip Hills,Magnesium,1,4,4,4.0,4.0,3.0
16904,Mendip Hills,Mechanical work,1,6,6,6.0,6.0,3.0
16905,Mendip Hills,Stag beetle,3,7,23,12.666666666666666,8.0,4.0
16906,Mendip Hills,Supreme Court of the United States,3,4,7,5.0,4.0,3.0
16907,Mendip Hills,Trigonometry,1,6,6,6.0,6.0,4.0
16908,Meningitis,Andy Warhol,2,5,9,7.0,7.0,3.0
16909,Meningitis,Dove,1,5,5,5.0,5.0,3.0
16910,Meningitis,Geology,1,6,6,6.0,6.0,3.0
16911,Meningitis,History of nuclear weapons,1,8,8,8.0,8.0,3.0
16912,Meningitis,Ireland,1,4,4,4.0,4.0,2.0
16913,Meningitis,Microscope,1,3,3,3.0,3.0,2.0
16914,Meningitis,Sickle-cell disease,1,4,4,4.0,4.0,3.0
16915,Meningitis,Tin,1,5,5,5.0,5.0,3.0
16916,Meningitis,Zuid-Gelders,5,6,10,7.8,8.0,3.0
16917,Menstrual cycle,Algebra,1,7,7,7.0,7.0,3.0
16918,Menstrual cycle,Bluegrass music,1,9,9,9.0,9.0,4.0
16919,Menstrual cycle,Chlorine,2,7,8,7.5,7.5,3.0
16920,Menstrual cycle,Church of Ireland,2,5,6,5.5,5.5,3.0
16921,Menstrual cycle,Deity,3,5,6,5.333333333333333,5.0,3.0
16922,Menstrual cycle,Guernsey,1,6,6,6.0,6.0,3.0
16923,Menstrual cycle,Hurricane Ivan,4,7,11,9.5,10.0,4.0
16924,Menstrual cycle,Monaco,2,5,6,5.5,5.5,3.0
16925,Menstrual cycle,New moon,1,3,3,3.0,3.0,2.0
16926,Menstrual cycle,Nutmeg,2,5,5,5.0,5.0,3.0
16927,Menstrual cycle,Vanadium,1,7,7,7.0,7.0,2.0
16928,Menstrual cycle,Zirconium,1,5,5,5.0,5.0,3.0
16929,Mentha,Harry Potter,2,5,7,6.0,6.0,3.0
16930,Mentha,Mount Pinatubo,1,4,4,4.0,4.0,3.0
16931,Mentha,Pablo Picasso,1,5,5,5.0,5.0,3.0
16932,Mentha,Sea of Galilee,1,5,5,5.0,5.0,3.0
16933,Menthol,Biodiesel,1,4,4,4.0,4.0,3.0
16934,Menthol,Dominica,1,8,8,8.0,8.0,3.0
16935,Menthol,Magnesium,1,4,4,4.0,4.0,2.0
16936,Menthol,Oil painting,1,9,9,9.0,9.0,3.0
